833906,5435140
833906,5084756
833906,4467802
833906,4362253
833906,4314947
833906,4297164
833906,4293070
833906,4282398
833906,4241646
833906,4232129
833907,5436382
833907,5095692
833907,5089037
833907,4361472
833907,4183171
833907,4183029
